customer_id,tenure,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,gender,senior_citizen,partner,dependents,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,unlimited_data,churn
165,54,24.149930438571147,5337.92815550492,Two year,Credit card,No,Female,1,No,No,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,No internet service,0
166,1,48.15096207723755,7565.033160773408,One year,Mailed check,Yes,Male,1,No,Yes,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,Yes,0
167,19,44.42337003640785,3656.6900545569592,Two year,Bank transfer,Yes,Male,0,Yes,Yes,No,No phone service,Fiber optic,No internet service,No,No,No internet service,Yes,No,No,0
168,2,76.03519740199619,6020.414092669405,Two year,Mailed check,Yes,Female,1,No,Yes,No,Yes,No,No internet service,No internet service,No,No,No internet service,No internet service,Yes,0
169,53,22.173883806370736,5203.95504824452,One year,Bank transfer,No,Male,1,Yes,No,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,Yes,No,0
170,44,72.05705442991734,3836.2407219795473,One year,Bank transfer,Yes,Male,0,Yes,Yes,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,No internet service,0
171,32,59.177174201200316,493.51716844531694,Month-to-month,Electronic check,Yes,Male,1,Yes,Yes,Yes,No,DSL,No internet service,No internet service,Yes,No,No,Yes,No internet service,0
172,70,77.71222699144423,5959.823459162475,One year,Mailed check,Yes,Male,1,No,No,No,No,No,Yes,No internet service,No,No,Yes,No,No,0
173,32,90.24175281503646,2969.6864322595575,One year,Bank transfer,Yes,Female,0,No,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,No,0
174,68,83.4091945079839,1873.5080383791253,Month-to-month,Credit card,No,Male,1,Yes,Yes,Yes,No phone service,No,No internet service,No,Yes,No internet service,No,No,No internet service,1
175,55,118.46443693733663,7591.322333326547,One year,Mailed check,No,Male,1,No,Yes,No,Yes,DSL,No internet service,Yes,No internet service,Yes,Yes,No,No,0
176,56,33.826534387687104,6210.67187942258,Month-to-month,Bank transfer,No,Male,1,Yes,Yes,No,No phone service,No,Yes,No,Yes,No internet service,Yes,No,Yes,0
177,17,62.97370089297785,7701.922585247798,Month-to-month,Credit card,Yes,Female,1,Yes,No,No,No phone service,No,No,No,No internet service,Yes,No,No internet service,No,0
178,38,62.483073664331116,2124.1137641081614,One year,Electronic check,No,Female,0,Yes,Yes,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Yes,0
179,24,61.705320370292064,6702.767287865309,Month-to-month,Electronic check,Yes,Male,1,Yes,No,Yes,No phone service,No,No,Yes,No,Yes,No internet service,No,Yes,0
180,69,86.37983920426683,4900.999093669557,Month-to-month,Mailed check,Yes,Male,1,No,No,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,No,Yes,Yes,1
181,70,68.98280605467224,7853.879145495435,Month-to-month,Mailed check,Yes,Female,0,Yes,No,Yes,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,No internet service,0
182,11,71.7432559812963,7575.903870347893,One year,Mailed check,No,Male,0,Yes,Yes,No,No phone service,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,No internet service,0
183,16,63.23559921467647,7786.447555047349,One year,Mailed check,Yes,Male,0,No,Yes,Yes,No phone service,DSL,No,Yes,Yes,No,No internet service,No,No internet service,0
184,59,119.16994610185625,7618.964184885542,Month-to-month,Mailed check,No,Male,1,No,No,No,No,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Yes,1
185,70,112.75613488190422,160.520848434468,One year,Bank transfer,Yes,Male,0,No,No,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Yes,0
186,3,50.77241893643709,5954.574740190446,Two year,Credit card,No,Female,1,Yes,No,Yes,No,DSL,No,No internet service,No,No internet service,No,Yes,No internet service,0
187,20,31.159392476666717,2248.28303355617,Month-to-month,Mailed check,No,Female,0,Yes,No,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,Yes,No,No,0
188,59,103.97647240386028,5669.714054864971,Two year,Credit card,No,Female,1,Yes,No,No,No phone service,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,No internet service,0
189,36,119.71702514257245,7846.828489905878,One year,Bank transfer,Yes,Female,1,No,No,No,Yes,No,No internet service,Yes,No,Yes,No,No,Yes,0
190,19,49.260889403964555,410.9391865201947,Two year,Bank transfer,No,Male,0,Yes,No,No,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,No,0
191,67,55.778492584176625,4579.203876270869,One year,Bank transfer,No,Male,0,No,No,No,No,DSL,Yes,No,No internet service,No,No internet service,No,No internet service,0
192,19,114.16331814852029,5906.129949122477,One year,Mailed check,Yes,Female,0,No,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,0
193,20,91.11295180030899,2101.5343794969745,Month-to-month,Electronic check,No,Female,0,Yes,Yes,No,No phone service,No,No,No,No internet service,Yes,No internet service,No internet service,No,1
194,71,49.563833177963616,1878.4633028304254,Two year,Electronic check,No,Male,1,Yes,No,No,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,Yes,0
195,52,78.10464912839151,576.7294926748598,Month-to-month,Mailed check,No,Male,0,No,Yes,Yes,No,No,No,No internet service,No internet service,No,No,No,Yes,0
196,33,114.4229579364256,841.9668716277973,Two year,Mailed check,Yes,Male,1,No,Yes,Yes,No phone service,DSL,No internet service,No internet service,No,Yes,No internet service,No,No internet service,0
197,40,101.18131069457786,5288.324295702057,One year,Mailed check,No,Male,1,No,No,No,Yes,DSL,No internet service,No,No,Yes,No,Yes,No,0
198,39,94.18327137286596,4091.1638903524117,One year,Bank transfer,No,Male,0,Yes,No,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,No,0
199,1,93.69963117270224,337.5705971073729,Month-to-month,Electronic check,No,Female,1,No,No,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No internet service,1
200,11,37.80203242922703,7760.32789414685,Two year,Electronic check,Yes,Male,0,No,Yes,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No internet service,No internet service,0
201,57,102.46812392279365,5282.76236896156,Two year,Credit card,No,Male,0,Yes,Yes,Yes,No phone service,DSL,No,No,No,Yes,Yes,No internet service,No internet service,0
202,50,47.61186324434581,4172.201695226466,One year,Credit card,No,Female,0,No,Yes,No,Yes,DSL,Yes,No internet service,Yes,Yes,No,Yes,Yes,0
203,23,113.03666579015295,2254.521469348744,Month-to-month,Electronic check,Yes,Male,0,Yes,Yes,No,No,No,Yes,No,No internet service,No,No,Yes,Yes,0
204,31,56.4639991013783,5298.981189979276,One year,Electronic check,No,Male,1,No,No,No,No phone service,Fiber optic,No,Yes,No internet service,No,No internet service,No internet service,No,0
205,42,105.76603970422565,2976.9261167734307,One year,Bank transfer,No,Male,0,No,Yes,No,Yes,Fiber optic,No,No,Yes,No,No,No,No,0
206,7,46.62334945178014,5649.703885033668,Month-to-month,Credit card,No,Female,1,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,No,1
207,16,71.45269365822405,5492.318170423437,Two year,Mailed check,Yes,Male,1,Yes,Yes,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,No internet service,0
208,60,30.688529548906054,832.6759814806218,Two year,Bank transfer,No,Male,0,No,Yes,No,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,No internet service,0
209,2,86.0118902996174,7283.159595656834,One year,Credit card,Yes,Male,0,Yes,Yes,No,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,1
210,1,103.60792751668383,3947.0965876532823,Two year,Mailed check,No,Male,1,Yes,No,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No internet service,No,1
211,48,91.8447281302416,3204.265017835776,Month-to-month,Mailed check,No,Female,1,No,No,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,No,1
212,12,72.32585129386572,7648.150934667351,Two year,Electronic check,Yes,Male,0,No,No,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,Yes,Yes,0
213,69,24.51158786014595,3561.8533207785717,Two year,Electronic check,No,Male,1,No,No,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,No internet service,0
214,37,113.34410071708584,5797.645243534209,One year,Mailed check,No,Male,0,Yes,Yes,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Yes,0
215,32,90.54895485786346,5275.578170273706,Two year,Mailed check,Yes,Male,1,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No,No internet service,0
216,9,94.5864238365333,1404.6067748561475,Month-to-month,Electronic check,Yes,Female,1,No,No,Yes,Yes,Fiber optic,No,No internet service,No internet service,Yes,Yes,Yes,No,1
217,19,99.46805755108072,7930.027912570782,One year,Electronic check,Yes,Female,1,Yes,Yes,No,No,Fiber optic,No,No,Yes,No,No internet service,No,No internet service,0
218,48,94.77434259276107,3762.4741460980044,Month-to-month,Electronic check,No,Male,0,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No internet service,No,Yes,1
219,3,64.11161640983337,3218.7823220967375,Two year,Electronic check,Yes,Male,1,Yes,Yes,No,No,No,Yes,No,No internet service,Yes,No,No,No,0
220,20,93.36218292879468,7364.946592750518,Two year,Credit card,No,Female,0,No,No,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,No,0
221,24,82.5026787810329,4280.98285895917,One year,Electronic check,Yes,Female,1,Yes,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No internet service,No,0
222,54,105.40163336687866,5670.107999241568,Month-to-month,Bank transfer,Yes,Male,1,Yes,Yes,No,Yes,DSL,No internet service,No,No,Yes,No internet service,No,No internet service,1
223,33,100.24598153373704,6785.343773369887,Two year,Bank transfer,Yes,Female,1,No,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No internet service,Yes,0
224,24,24.13743824672599,1960.405726223695,Two year,Bank transfer,No,Male,0,Yes,No,No,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No,Yes,0
225,72,57.888709033260525,1438.786023036783,One year,Electronic check,No,Female,0,Yes,No,No,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,No,0
226,36,23.471615218389456,641.2037641689471,Two year,Mailed check,No,Male,0,No,Yes,Yes,No phone service,No,No,No internet service,Yes,No,Yes,No internet service,No internet service,0
227,38,30.207492476609794,7187.353064043916,Two year,Mailed check,Yes,Female,0,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,No internet service,0
228,25,80.14107220036114,1682.900048470875,Two year,Credit card,No,Male,1,No,Yes,No,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No,Yes,Yes,0
229,18,107.38218211622534,2531.2569481087116,Month-to-month,Electronic check,No,Male,1,Yes,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No internet service,No,1
230,66,31.982475870926724,2357.8747160237135,Month-to-month,Bank transfer,Yes,Female,1,Yes,Yes,No,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,No internet service,0
231,54,65.10892874668315,2506.24510142692,Month-to-month,Mailed check,No,Female,1,Yes,No,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,No internet service,0
232,35,111.08789048064438,5377.682901946876,Two year,Electronic check,Yes,Female,1,No,Yes,No,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,No internet service,0
233,61,101.43009836715878,7637.497114050252,One year,Bank transfer,Yes,Male,0,No,Yes,No,Yes,No,Yes,No internet service,No internet service,No,No,Yes,No internet service,0
234,41,71.96678964659299,2702.682144064569,One year,Bank transfer,No,Female,0,No,No,Yes,No phone service,DSL,Yes,Yes,No internet service,No,No internet service,Yes,No,0
235,33,97.1571439328831,3320.4125218037047,One year,Bank transfer,Yes,Female,0,Yes,No,No,Yes,No,Yes,No,No,Yes,No internet service,Yes,Yes,0
236,68,72.2693774044537,6192.061174458028,Month-to-month,Bank transfer,No,Male,1,No,Yes,Yes,No phone service,Fiber optic,Yes,No,No internet service,No,No,Yes,No,0
237,33,35.80923372828488,3515.4697590827186,Month-to-month,Bank transfer,Yes,Male,1,Yes,Yes,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,Yes,0
238,14,32.47361132216791,7415.737866615775,Month-to-month,Credit card,No,Female,0,Yes,No,No,No,DSL,No internet service,Yes,No,Yes,No,No,No,0
239,21,38.83682320670698,4075.4226008872106,Month-to-month,Bank transfer,No,Male,1,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,0
240,48,55.092209496567946,2847.1053605325615,Two year,Credit card,No,Female,0,No,Yes,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No internet service,No internet service,0
241,20,113.05292676740187,7775.42262150073,One year,Bank transfer,Yes,Male,1,Yes,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,No internet service,No internet service,0
242,8,99.96784136536014,3463.6768209070215,One year,Bank transfer,No,Male,0,Yes,No,No,Yes,DSL,No,No,No internet service,No internet service,Yes,No,No,1
243,7,63.28015612263175,1926.2814823855365,Month-to-month,Bank transfer,Yes,Female,0,No,No,No,No phone service,No,Yes,Yes,No,Yes,No internet service,No internet service,Yes,1
244,67,69.3076709787574,1503.8364368373102,One year,Bank transfer,No,Female,0,No,Yes,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No,Yes,Yes,0
245,17,46.56094576664148,7961.932474043772,One year,Credit card,No,Male,1,No,Yes,No,Yes,Fiber optic,No,No internet service,No,No internet service,Yes,No internet service,No,0
246,33,90.43529564721301,6048.602775717908,Month-to-month,Electronic check,Yes,Female,0,No,Yes,Yes,No,No,No internet service,Yes,No,No internet service,Yes,Yes,No internet service,1
247,48,100.2765671462038,3328.412399895928,Month-to-month,Mailed check,No,Female,0,Yes,No,No,No phone service,DSL,No,No,Yes,No,No,No,No,1
248,59,43.89046956675766,6628.270408532301,Month-to-month,Credit card,No,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Yes,0
249,22,24.182162378646538,4419.768423164432,Month-to-month,Credit card,Yes,Female,1,No,No,No,No phone service,DSL,Yes,No internet service,Yes,Yes,Yes,No,No internet service,0
250,30,82.38889431629704,2607.3776317028523,Two year,Credit card,No,Female,0,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No internet service,0
251,38,76.25121191353166,5972.747889014079,One year,Electronic check,No,Female,1,No,Yes,No,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,0
252,51,60.21311550288764,5992.568437176899,Two year,Mailed check,Yes,Male,0,Yes,Yes,Yes,No phone service,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,No,0
253,54,84.38939417732101,4051.3369105546662,One year,Electronic check,No,Female,1,No,Yes,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,Yes,0
254,8,75.06132979851435,456.75088880842134,Two year,Mailed check,No,Female,1,No,No,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,No internet service,0
255,27,45.05815765941928,708.4776439319742,Month-to-month,Mailed check,Yes,Female,0,Yes,No,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No,No internet service,0
256,27,59.772897562272234,6331.120884110042,Two year,Mailed check,Yes,Female,0,Yes,No,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,No internet service,0
257,21,62.81135697472417,6605.463370306885,Month-to-month,Electronic check,No,Male,1,Yes,No,No,Yes,Fiber optic,No,Yes,Yes,No,No internet service,Yes,No internet service,1
258,30,108.02479944755636,5458.48901375974,Month-to-month,Mailed check,Yes,Male,1,Yes,Yes,No,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Yes,0
259,28,116.09041541289595,6728.641745799696,Two year,Bank transfer,No,Female,1,No,Yes,No,Yes,DSL,Yes,No internet service,Yes,Yes,Yes,No internet service,Yes,0
260,64,109.3001362396497,5783.951015825135,One year,Credit card,Yes,Female,0,Yes,Yes,No,No phone service,DSL,No,No internet service,No,No internet service,Yes,No,Yes,0
261,69,91.91780240519796,7185.783502020437,Two year,Mailed check,No,Male,0,Yes,No,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,No,Yes,Yes,Yes,0
262,61,78.49927336058218,1288.1463536449146,Month-to-month,Credit card,Yes,Female,1,No,No,No,Yes,DSL,Yes,No,No,Yes,Yes,No internet service,Yes,0
263,48,88.9261635465955,3163.1580737823006,Month-to-month,Electronic check,No,Female,0,Yes,Yes,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,Yes,No internet service,1
